Fecha,Hora,Horario,Península,Canarias,Baleares,Ceuta,Melilla
2022-01-02,12,Invierno,141.37,141.37,141.37,141.37,141.37
2022-01-02,13,Invierno,141.13,141.13,141.13,141.13,141.13
2022-01-02,14,Invierno,147.85,147.85,147.85,147.85,147.85
2022-01-02,15,Invierno,154.48,154.48,154.48,154.48,154.48
2022-01-02,16,Invierno,148.13,148.13,148.13,148.13,148.13
2022-01-02,17,Invierno,159.92,159.92,159.92,159.92,159.92
2022-01-02,18,Invierno,210.36,210.36,210.36,210.36,210.36
2022-01-02,19,Invierno,252.84,252.84,252.84,252.84,252.84
2022-01-02,20,Invierno,255.34,255.34,255.34,255.34,255.34
2022-01-02,21,Invierno,267.47,267.47,267.47,267.47,267.47
2022-01-02,22,Invierno,268.11,268.11,268.11,268.11,268.11
2022-01-02,23,Invierno,247.69,247.69,247.69,247.69,247.69
2022-01-02,24,Invierno,232.26,232.26,232.26,232.26,232.26
2022-01-03,1,Invierno,237.39,237.39,237.39,237.39,237.39
2022-01-03,2,Invierno,215.14,215.14,215.14,215.14,215.14
2022-01-03,3,Invierno,208.71,208.71,208.71,208.71,208.71
2022-01-03,4,Invierno,203.75,203.75,203.75,203.75,203.75
2022-01-03,5,Invierno,196.48,196.48,196.48,196.48,196.48
2022-01-03,6,Invierno,200.67,200.67,200.67,200.67,200.67
2022-01-03,7,Invierno,202.87,202.87,202.87,202.87,202.87
2022-01-03,8,Invierno,206.64,206.64,206.64,206.64,206.64
2022-01-03,9,Invierno,265.12,265.12,265.12,265.12,265.12
2022-01-03,10,Invierno,257.98,257.98,257.98,257.98,257.98
2022-01-03,11,Invierno,298.69,298.69,298.69,229.55,229.55
2022-01-03,12,Invierno,288.38,288.38,288.38,288.38,288.38
2022-01-03,13,Invierno,284.08,284.08,284.08,284.08,284.08
2022-01-03,14,Invierno,276.2,276.2,276.2,276.2,276.2
2022-01-03,15,Invierno,189.77,189.77,189.77,258.9,258.9
2022-01-03,16,Invierno,173.27,173.27,173.27,173.27,173.27
2022-01-03,17,Invierno,190.31,190.31,190.31,190.31,190.31
2022-01-03,18,Invierno,217.18,217.18,217.18,217.18,217.18
2022-01-03,19,Invierno,319.67,319.67,319.67,250.47,250.47
2022-01-03,20,Invierno,326.48,326.48,326.48,326.48,326.48
2022-01-03,21,Invierno,295.16,295.16,295.16,295.16,295.16
2022-01-03,22,Invierno,281.1,281.1,281.1,281.1,281.1
2022-01-03,23,Invierno,179.32,179.32,179.32,248.44,248.44
2022-01-03,24,Invierno,164.71,164.71,164.71,164.71,164.71
2022-01-04,1,Invierno,174.65,174.65,174.65,174.65,174.65
2022-01-04,2,Invierno,163.9,163.9,163.9,163.9,163.9
2022-01-04,3,Invierno,161.68,161.68,161.68,161.68,161.68
2022-01-04,4,Invierno,153.57,153.57,153.57,153.57,153.57
2022-01-04,5,Invierno,152.67,152.67,152.67,152.67,152.67
2022-01-04,6,Invierno,163.78,163.78,163.78,163.78,163.78
2022-01-04,7,Invierno,206.55,206.55,206.55,206.55,206.55
2022-01-04,8,Invierno,207.42,207.42,207.42,207.42,207.42
2022-01-04,9,Invierno,252.67,252.67,252.67,252.67,252.67
2022-01-04,10,Invierno,265.2,265.2,265.2,265.2,265.2
2022-01-04,11,Invierno,332.84,332.84,332.84,263.6,263.6
2022-01-04,12,Invierno,323.76,323.76,323.76,323.76,323.76
2022-01-04,13,Invierno,323.77,323.77,323.77,323.77,323.77
2022-01-04,14,Invierno,320.07,320.07,320.07,320.07,320.07
2022-01-04,15,Invierno,232.01,232.01,232.01,301.32,301.32
2022-01-04,16,Invierno,225.99,225.99,225.99,225.99,225.99
2022-01-04,17,Invierno,228.76,228.76,228.76,228.76,228.76
2022-01-04,18,Invierno,238.31,238.31,238.31,238.31,238.31
2022-01-04,19,Invierno,331.5,331.5,331.5,262.25,262.25
2022-01-04,20,Invierno,324.57,324.57,324.57,324.57,324.57
2022-01-04,21,Invierno,299.28,299.28,299.28,299.28,299.28
2022-01-04,22,Invierno,291.42,291.42,291.42,291.42,291.42
2022-01-04,23,Invierno,211.35,211.35,211.35,280.58,280.58
2022-01-04,24,Invierno,174.07,174.07,174.07,174.07,174.07
2022-01-05,1,Invierno,166.58,166.58,166.58,166.58,166.58
2022-01-05,2,Invierno,149.68,149.68,149.68,149.68,149.68
2022-01-05,3,Invierno,125.37,125.37,125.37,125.37,125.37
2022-01-05,4,Invierno,114.73,114.73,114.73,114.73,114.73
2022-01-05,5,Invierno,118.99,118.99,118.99,118.99,118.99
2022-01-05,6,Invierno,138.38,138.38,138.38,138.38,138.38
2022-01-05,7,Invierno,225.58,225.58,225.58,225.58,225.58
2022-01-05,8,Invierno,262.78,262.78,262.78,262.78,262.78
2022-01-05,9,Invierno,290.49,290.49,290.49,290.49,290.49
2022-01-05,10,Invierno,292.89,292.89,292.89,292.89,292.89
2022-01-05,11,Invierno,355.71,355.71,355.71,286.38,286.38
2022-01-05,12,Invierno,348.35,348.35,348.35,348.35,348.35
2022-01-05,13,Invierno,345.65,345.65,345.65,345.65,345.65
2022-01-05,14,Invierno,342.64,342.64,342.64,342.64,342.64
2022-01-05,15,Invierno,271.42,271.42,271.42,340.7,340.7
2022-01-05,16,Invierno,277.26,277.26,277.26,277.26,277.26
2022-01-05,17,Invierno,286.1,286.1,286.1,286.1,286.1
2022-01-05,18,Invierno,291.6,291.6,291.6,291.6,291.6
2022-01-05,19,Invierno,377.9,377.9,377.9,308.26,308.26
2022-01-05,20,Invierno,408.58,408.58,408.58,408.58,408.58
2022-01-05,21,Invierno,399.05,399.05,399.05,399.05,399.05
2022-01-05,22,Invierno,372.08,372.08,372.08,372.08,372.08
2022-01-05,23,Invierno,290.24,290.24,290.24,359.59,359.59
2022-01-05,24,Invierno,283.56,283.56,283.56,283.56,283.56
2022-01-06,1,Invierno,273.96,273.96,273.96,273.96,273.96
2022-01-06,2,Invierno,274.37,274.37,274.37,274.37,274.37
2022-01-06,3,Invierno,260.05,260.05,260.05,260.05,260.05
2022-01-06,4,Invierno,247.79,247.79,247.79,247.79,247.79
2022-01-06,5,Invierno,235.25,235.25,235.25,235.25,235.25
2022-01-06,6,Invierno,265.43,265.43,265.43,265.43,265.43
2022-01-06,7,Invierno,274.4,274.4,274.4,274.4,274.4
2022-01-06,8,Invierno,285.47,285.47,285.47,285.47,285.47
2022-01-06,9,Invierno,288.53,288.53,288.53,288.53,288.53
2022-01-06,10,Invierno,282.62,282.62,282.62,282.62,282.62
2022-01-06,11,Invierno,272.52,272.52,272.52,272.52,272.52
2022-01-06,12,Invierno,262.93,262.93,262.93,262.93,262.93
2022-01-06,13,Invierno,259.46,259.46,259.46,259.46,259.46
2022-01-06,14,Invierno,259.11,259.11,259.11,259.11,259.11
2022-01-06,15,Invierno,250.31,250.31,250.31,250.31,250.31
2022-01-06,16,Invierno,245.51,245.51,245.51,245.51,245.51
2022-01-06,17,Invierno,261.18,261.18,261.18,261.18,261.18
2022-01-06,18,Invierno,284.0,284.0,284.0,284.0,284.0
2022-01-06,19,Invierno,347.92,347.92,347.92,347.92,347.92
2022-01-06,20,Invierno,352.08,352.08,352.08,352.08,352.08
2022-01-06,21,Invierno,318.88,318.88,318.88,318.88,318.88
2022-01-06,22,Invierno,292.35,292.35,292.35,292.35,292.35
2022-01-06,23,Invierno,276.92,276.92,276.92,276.92,276.92
2022-01-06,24,Invierno,272.24,272.24,272.24,272.24,272.24
2022-01-07,1,Invierno,281.47,281.47,281.47,281.47,281.47
2022-01-07,2,Invierno,254.66,254.66,254.66,254.66,254.66
2022-01-07,3,Invierno,244.38,244.38,244.38,244.38,244.38
2022-01-07,4,Invierno,227.46,227.46,227.46,227.46,227.46
2022-01-07,5,Invierno,225.3,225.3,225.3,225.3,225.3
2022-01-07,6,Invierno,226.35,226.35,226.35,226.35,226.35
2022-01-07,7,Invierno,225.44,225.44,225.44,225.44,225.44
2022-01-07,8,Invierno,276.04,276.04,276.04,276.04,276.04
2022-01-07,9,Invierno,329.13,329.13,329.13,329.13,329.13
2022-01-07,10,Invierno,335.97,335.97,335.97,335.97,335.97
2022-01-07,11,Invierno,392.01,392.01,392.01,322.56,322.56
2022-01-07,12,Invierno,383.71,383.71,383.71,383.71,383.71
2022-01-07,13,Invierno,364.74,364.74,364.74,364.74,364.74
2022-01-07,14,Invierno,359.74,359.74,359.74,359.74,359.74
2022-01-07,15,Invierno,285.33,285.33,285.33,354.66,354.66
2022-01-07,16,Invierno,290.14,290.14,290.14,290.14,290.14
2022-01-07,17,Invierno,303.09,303.09,303.09,303.09,303.09
2022-01-07,18,Invierno,332.5,332.5,332.5,332.5,332.5
2022-01-07,19,Invierno,422.83,422.83,422.83,353.02,353.02
2022-01-07,20,Invierno,410.29,410.29,410.29,410.29,410.29
2022-01-07,21,Invierno,404.25,404.25,404.25,404.25,404.25
2022-01-07,22,Invierno,405.33,405.33,405.33,405.33,405.33
2022-01-07,23,Invierno,328.14,328.14,328.14,397.87,397.87
2022-01-07,24,Invierno,304.5,304.5,304.5,304.5,304.5
2022-01-08,1,Invierno,347.82,347.82,347.82,347.82,347.82
2022-01-08,2,Invierno,314.44,314.44,314.44,314.44,314.44
2022-01-08,3,Invierno,292.01,292.01,292.01,292.01,292.01
2022-01-08,4,Invierno,288.61,288.61,288.61,288.61,288.61
2022-01-08,5,Invierno,276.72,276.72,276.72,276.72,276.72
2022-01-08,6,Invierno,276.13,276.13,276.13,276.13,276.13
2022-01-08,7,Invierno,274.28,274.28,274.28,274.28,274.28
2022-01-08,8,Invierno,280.59,280.59,280.59,280.59,280.59
2022-01-08,9,Invierno,284.13,284.13,284.13,284.13,284.13
2022-01-08,10,Invierno,295.87,295.87,295.87,295.87,295.87
2022-01-08,11,Invierno,289.82,289.82,289.82,289.82,289.82
2022-01-08,12,Invierno,273.62,273.62,273.62,273.62,273.62
2022-01-08,13,Invierno,263.92,263.92,263.92,263.92,263.92
2022-01-08,14,Invierno,239.43,239.43,239.43,239.43,239.43
2022-01-08,15,Invierno,221.51,221.51,221.51,221.51,221.51
2022-01-08,16,Invierno,214.72,214.72,214.72,214.72,214.72
2022-01-08,17,Invierno,217.44,217.44,217.44,217.44,217.44
2022-01-08,18,Invierno,249.06,249.06,249.06,249.06,249.06
2022-01-08,19,Invierno,267.87,267.87,267.87,267.87,267.87
2022-01-08,20,Invierno,269.96,269.96,269.96,269.96,269.96
2022-01-08,21,Invierno,269.94,269.94,269.94,269.94,269.94
2022-01-08,22,Invierno,270.0,270.0,270.0,270.0,270.0
2022-01-08,23,Invierno,243.49,243.49,243.49,243.49,243.49
2022-01-08,24,Invierno,199.52,199.52,199.52,199.52,199.52
2022-01-09,1,Invierno,161.24,161.24,161.24,161.24,161.24
2022-01-09,2,Invierno,140.55,140.55,140.55,140.55,140.55
2022-01-09,3,Invierno,129.36,129.36,129.36,129.36,129.36
2022-01-09,4,Invierno,100.83,100.83,100.83,100.83,100.83
2022-01-09,5,Invierno,90.11,90.11,90.11,90.11,90.11
2022-01-09,6,Invierno,94.5,94.5,94.5,94.5,94.5
2022-01-09,7,Invierno,123.58,123.58,123.58,123.58,123.58
2022-01-09,8,Invierno,140.44,140.44,140.44,140.44,140.44
2022-01-09,9,Invierno,157.19,157.19,157.19,157.19,157.19
2022-01-09,10,Invierno,192.04,192.04,192.04,192.04,192.04
2022-01-09,11,Invierno,188.28,188.28,188.28,188.28,188.28
2022-01-09,12,Invierno,163.07,163.07,163.07,163.07,163.07
2022-01-09,13,Invierno,102.19,102.19,102.19,102.19,102.19
2022-01-09,14,Invierno,102.17,102.17,102.17,102.17,102.17
2022-01-09,15,Invierno,87.97,87.97,87.97,87.97,87.97
2022-01-09,16,Invierno,36.34,36.34,36.34,36.34,36.34
2022-01-09,17,Invierno,136.04,136.04,136.04,136.04,136.04
2022-01-09,18,Invierno,217.43,217.43,217.43,217.43,217.43
2022-01-09,19,Invierno,271.73,271.73,271.73,271.73,271.73
2022-01-09,20,Invierno,306.96,306.96,306.96,306.96,306.96
2022-01-09,21,Invierno,295.63,295.63,295.63,295.63,295.63
2022-01-09,22,Invierno,275.39,275.39,275.39,275.39,275.39
2022-01-09,23,Invierno,278.98,278.98,278.98,278.98,278.98
2022-01-09,24,Invierno,251.28,251.28,251.28,251.28,251.28
2022-01-10,1,Invierno,262.57,262.57,262.57,262.57,262.57
2022-01-10,2,Invierno,227.98,227.98,227.98,227.98,227.98
2022-01-10,3,Invierno,220.69,220.69,220.69,220.69,220.69
2022-01-10,4,Invierno,222.04,222.04,222.04,222.04,222.04
2022-01-10,5,Invierno,222.81,222.81,222.81,222.81,222.81
2022-01-10,6,Invierno,238.5,238.5,238.5,238.5,238.5
2022-01-10,7,Invierno,263.71,263.71,263.71,263.71,263.71
2022-01-10,8,Invierno,287.76,287.76,287.76,287.76,287.76
2022-01-10,9,Invierno,321.0,321.0,321.0,321.0,321.0
2022-01-10,10,Invierno,326.45,326.45,326.45,326.45,326.45
2022-01-10,11,Invierno,392.64,392.64,392.64,323.2,323.2
2022-01-10,12,Invierno,380.16,380.16,380.16,380.16,380.16
2022-01-10,13,Invierno,372.91,372.91,372.91,372.91,372.91
2022-01-10,14,Invierno,365.22,365.22,365.22,365.22,365.22
2022-01-10,15,Invierno,283.98,283.98,283.98,353.51,353.51
2022-01-10,16,Invierno,278.83,278.83,278.83,278.83,278.83
2022-01-10,17,Invierno,306.8,306.8,306.8,306.8,306.8
2022-01-10,18,Invierno,347.18,347.18,347.18,347.18,347.18
2022-01-10,19,Invierno,453.92,453.92,453.92,384.27,384.27
2022-01-10,20,Invierno,464.32,464.32,464.32,464.32,464.32
2022-01-10,21,Invierno,432.73,432.73,432.73,432.73,432.73
2022-01-10,22,Invierno,403.79,403.79,403.79,403.79,403.79
2022-01-10,23,Invierno,304.88,304.88,304.88,374.5,374.5
2022-01-10,24,Invierno,284.01,284.01,284.01,284.01,284.01
2022-01-11,1,Invierno,271.35,271.35,271.35,271.35,271.35
2022-01-11,2,Invierno,262.8,262.8,262.8,262.8,262.8
2022-01-11,3,Invierno,257.57,257.57,257.57,257.57,257.57
2022-01-11,4,Invierno,252.24,252.24,252.24,252.24,252.24
2022-01-11,5,Invierno,254.88,254.88,254.88,254.88,254.88
2022-01-11,6,Invierno,265.91,265.91,265.91,265.91,265.91
2022-01-11,7,Invierno,280.93,280.93,280.93,280.93,280.93
2022-01-11,8,Invierno,285.83,285.83,285.83,285.83,285.83
2022-01-11,9,Invierno,337.73,337.73,337.73,337.73,337.73
2022-01-11,10,Invierno,336.94,336.94,336.94,336.94,336.94
2022-01-11,11,Invierno,395.71,395.71,395.71,326.26,326.26
2022-01-11,12,Invierno,358.8,358.8,358.8,358.8,358.8
2022-01-11,13,Invierno,352.52,352.52,352.52,352.52,352.52
2022-01-11,14,Invierno,352.22,352.22,352.22,352.22,352.22
2022-01-11,15,Invierno,283.27,283.27,283.27,352.79,352.79
2022-01-11,16,Invierno,284.14,284.14,284.14,284.14,284.14
2022-01-11,17,Invierno,291.95,291.95,291.95,291.95,291.95
2022-01-11,18,Invierno,330.71,330.71,330.71,330.71,330.71
2022-01-11,19,Invierno,422.53,422.53,422.53,352.98,352.98
2022-01-11,20,Invierno,424.9,424.9,424.9,424.9,424.9
2022-01-11,21,Invierno,426.54,426.54,426.54,426.54,426.54
2022-01-11,22,Invierno,406.36,406.36,406.36,406.36,406.36
2022-01-11,23,Invierno,316.67,316.67,316.67,386.35,386.35
2022-01-11,24,Invierno,299.01,299.01,299.01,299.01,299.01
2022-01-12,1,Invierno,252.56,252.56,252.56,252.56,252.56
2022-01-12,2,Invierno,242.35,242.35,242.35,242.35,242.35
2022-01-12,3,Invierno,239.96,239.96,239.96,239.96,239.96
2022-01-12,4,Invierno,234.49,234.49,234.49,234.49,234.49
2022-01-12,5,Invierno,232.97,232.97,232.97,232.97,232.97
2022-01-12,6,Invierno,246.66,246.66,246.66,246.66,246.66
2022-01-12,7,Invierno,237.68,237.68,237.68,237.68,237.68
2022-01-12,8,Invierno,251.55,251.55,251.55,251.55,251.55
2022-01-12,9,Invierno,297.34,297.34,297.34,297.34,297.34
2022-01-12,10,Invierno,282.58,282.58,282.58,282.58,282.58
2022-01-12,11,Invierno,344.21,344.21,344.21,274.93,274.93
2022-01-12,12,Invierno,340.63,340.63,340.63,340.63,340.63
2022-01-12,13,Invierno,341.34,341.34,341.34,341.34,341.34
2022-01-12,14,Invierno,342.07,342.07,342.07,342.07,342.07
2022-01-12,15,Invierno,272.99,272.99,272.99,342.27,342.27
2022-01-12,16,Invierno,276.46,276.46,276.46,276.46,276.46
2022-01-12,17,Invierno,278.14,278.14,278.14,278.14,278.14
2022-01-12,18,Invierno,310.79,310.79,310.79,310.79,310.79
2022-01-12,19,Invierno,415.28,415.28,415.28,345.5,345.5
2022-01-12,20,Invierno,421.94,421.94,421.94,421.94,421.94
2022-01-12,21,Invierno,412.68,412.68,412.68,412.68,412.68
2022-01-12,22,Invierno,376.95,376.95,376.95,376.95,376.95
2022-01-12,23,Invierno,297.3,297.3,297.3,366.66,366.66
2022-01-12,24,Invierno,282.89,282.89,282.89,282.89,282.89
2022-01-13,1,Invierno,244.56,244.56,244.56,244.56,244.56
2022-01-13,2,Invierno,245.43,245.43,245.43,245.43,245.43
2022-01-13,3,Invierno,245.65,245.65,245.65,245.65,245.65
2022-01-13,4,Invierno,240.18,240.18,240.18,240.18,240.18
2022-01-13,5,Invierno,245.14,245.14,245.14,245.14,245.14
2022-01-13,6,Invierno,244.02,244.02,244.02,244.02,244.02
2022-01-13,7,Invierno,246.5,246.5,246.5,246.5,246.5
2022-01-13,8,Invierno,275.43,275.43,275.43,275.43,275.43
2022-01-13,9,Invierno,309.6,309.6,309.6,309.6,309.6
2022-01-13,10,Invierno,309.1,309.1,309.1,309.1,309.1
2022-01-13,11,Invierno,369.03,369.03,369.03,299.67,299.67
2022-01-13,12,Invierno,364.77,364.77,364.77,364.77,364.77
2022-01-13,13,Invierno,361.86,361.86,361.86,361.86,361.86
2022-01-13,14,Invierno,362.1,362.1,362.1,362.1,362.1
2022-01-13,15,Invierno,292.98,292.98,292.98,362.32,362.32
2022-01-13,16,Invierno,294.03,294.03,294.03,294.03,294.03
2022-01-13,17,Invierno,302.87,302.87,302.87,302.87,302.87
2022-01-13,18,Invierno,315.16,315.16,315.16,315.16,315.16
2022-01-13,19,Invierno,421.18,421.18,421.18,351.63,351.63
2022-01-13,20,Invierno,425.48,425.48,425.48,425.48,425.48
2022-01-13,21,Invierno,413.22,413.22,413.22,413.22,413.22
2022-01-13,22,Invierno,387.42,387.42,387.42,387.42,387.42
2022-01-13,23,Invierno,303.64,303.64,303.64,373.27,373.27
2022-01-13,24,Invierno,293.16,293.16,293.16,293.16,293.16
2022-01-14,1,Invierno,262.33,262.33,262.33,262.33,262.33
2022-01-14,2,Invierno,257.8,257.8,257.8,257.8,257.8
2022-01-14,3,Invierno,254.54,254.54,254.54,254.54,254.54
2022-01-14,4,Invierno,250.59,250.59,250.59,250.59,250.59
2022-01-14,5,Invierno,250.47,250.47,250.47,250.47,250.47
2022-01-14,6,Invierno,255.14,255.14,255.14,255.14,255.14
2022-01-14,7,Invierno,262.76,262.76,262.76,262.76,262.76
2022-01-14,8,Invierno,256.9,256.9,256.9,256.9,256.9
2022-01-14,9,Invierno,287.49,287.49,287.49,287.49,287.49
2022-01-14,10,Invierno,285.57,285.57,285.57,285.57,285.57
2022-01-14,11,Invierno,344.44,344.44,344.44,275.14,275.14
2022-01-14,12,Invierno,323.78,323.78,323.78,323.78,323.78
2022-01-14,13,Invierno,321.34,321.34,321.34,321.34,321.34
2022-01-14,14,Invierno,322.14,322.14,322.14,322.14,322.14
2022-01-14,15,Invierno,253.25,253.25,253.25,322.45,322.45
2022-01-14,16,Invierno,256.64,256.64,256.64,256.64,256.64
2022-01-14,17,Invierno,279.04,279.04,279.04,279.04,279.04
2022-01-14,18,Invierno,290.66,290.66,290.66,290.66,290.66
2022-01-14,19,Invierno,380.39,380.39,380.39,310.75,310.75
2022-01-14,20,Invierno,390.62,390.62,390.62,390.62,390.62
2022-01-14,21,Invierno,392.52,392.52,392.52,392.52,392.52
2022-01-14,22,Invierno,381.72,381.72,381.72,381.72,381.72
2022-01-14,23,Invierno,302.64,302.64,302.64,372.25,372.25
2022-01-14,24,Invierno,290.79,290.79,290.79,290.79,290.79
2022-01-15,1,Invierno,286.34,286.34,286.34,286.34,286.34
2022-01-15,2,Invierno,280.74,280.74,280.74,280.74,280.74
2022-01-15,3,Invierno,276.21,276.21,276.21,276.21,276.21
2022-01-15,4,Invierno,261.41,261.41,261.41,261.41,261.41
2022-01-15,5,Invierno,257.55,257.55,257.55,257.55,257.55
2022-01-15,6,Invierno,259.8,259.8,259.8,259.8,259.8
2022-01-15,7,Invierno,265.12,265.12,265.12,265.12,265.12
2022-01-15,8,Invierno,283.22,283.22,283.22,283.22,283.22
2022-01-15,9,Invierno,287.54,287.54,287.54,287.54,287.54
2022-01-15,10,Invierno,286.86,286.86,286.86,286.86,286.86
2022-01-15,11,Invierno,279.47,279.47,279.47,279.47,279.47
2022-01-15,12,Invierno,269.6,269.6,269.6,269.6,269.6
2022-01-15,13,Invierno,262.24,262.24,262.24,262.24,262.24
2022-01-15,14,Invierno,251.89,251.89,251.89,251.89,251.89
2022-01-15,15,Invierno,256.25,256.25,256.25,256.25,256.25
2022-01-15,16,Invierno,270.9,270.9,270.9,270.9,270.9
2022-01-15,17,Invierno,278.89,278.89,278.89,278.89,278.89
2022-01-15,18,Invierno,296.7,296.7,296.7,296.7,296.7
2022-01-15,19,Invierno,339.66,339.66,339.66,339.66,339.66
2022-01-15,20,Invierno,331.75,331.75,331.75,331.75,331.75
2022-01-15,21,Invierno,309.71,309.71,309.71,309.71,309.71
2022-01-15,22,Invierno,291.49,291.49,291.49,291.49,291.49
2022-01-15,23,Invierno,285.11,285.11,285.11,285.11,285.11
2022-01-15,24,Invierno,278.8,278.8,278.8,278.8,278.8
2022-01-16,1,Invierno,292.16,292.16,292.16,292.16,292.16
2022-01-16,2,Invierno,283.6,283.6,283.6,283.6,283.6
2022-01-16,3,Invierno,275.2,275.2,275.2,275.2,275.2
2022-01-16,4,Invierno,263.9,263.9,263.9,263.9,263.9
2022-01-16,5,Invierno,251.8,251.8,251.8,251.8,251.8
2022-01-16,6,Invierno,251.56,251.56,251.56,251.56,251.56
2022-01-16,7,Invierno,263.84,263.84,263.84,263.84,263.84
2022-01-16,8,Invierno,262.56,262.56,262.56,262.56,262.56
2022-01-16,9,Invierno,260.27,260.27,260.27,260.27,260.27
2022-01-16,10,Invierno,262.43,262.43,262.43,262.43,262.43
2022-01-16,11,Invierno,259.0,259.0,259.0,259.0,259.0
2022-01-16,12,Invierno,257.85,257.85,257.85,257.85,257.85
2022-01-16,13,Invierno,259.23,259.23,259.23,259.23,259.23
2022-01-16,14,Invierno,246.34,246.34,246.34,246.34,246.34
2022-01-16,15,Invierno,242.96,242.96,242.96,242.96,242.96
2022-01-16,16,Invierno,250.75,250.75,250.75,250.75,250.75
2022-01-16,17,Invierno,257.95,257.95,257.95,257.95,257.95
2022-01-16,18,Invierno,286.22,286.22,286.22,286.22,286.22
2022-01-16,19,Invierno,327.87,327.87,327.87,327.87,327.87
2022-01-16,20,Invierno,337.73,337.73,337.73,337.73,337.73
2022-01-16,21,Invierno,327.4,327.4,327.4,327.4,327.4
2022-01-16,22,Invierno,315.97,315.97,315.97,315.97,315.97
2022-01-16,23,Invierno,292.2,292.2,292.2,292.2,292.2
2022-01-16,24,Invierno,272.92,272.92,272.92,272.92,272.92
2022-01-17,1,Invierno,323.77,323.77,323.77,323.77,323.77
2022-01-17,2,Invierno,316.03,316.03,316.03,316.03,316.03
2022-01-17,3,Invierno,305.12,305.12,305.12,305.12,305.12
2022-01-17,4,Invierno,284.72,284.72,284.72,284.72,284.72
2022-01-17,5,Invierno,277.27,277.27,277.27,277.27,277.27
2022-01-17,6,Invierno,292.58,292.58,292.58,292.58,292.58
2022-01-17,7,Invierno,316.87,316.87,316.87,316.87,316.87
2022-01-17,8,Invierno,338.24,338.24,338.24,338.24,338.24
2022-01-17,9,Invierno,355.18,355.18,355.18,355.18,355.18
2022-01-17,10,Invierno,342.05,342.05,342.05,342.05,342.05
2022-01-17,11,Invierno,394.72,394.72,394.72,325.27,325.27
2022-01-17,12,Invierno,388.13,388.13,388.13,388.13,388.13
2022-01-17,13,Invierno,387.94,387.94,387.94,387.94,387.94
2022-01-17,14,Invierno,387.67,387.67,387.67,387.67,387.67
2022-01-17,15,Invierno,317.11,317.11,317.11,386.79,386.79
2022-01-17,16,Invierno,312.19,312.19,312.19,312.19,312.19
2022-01-17,17,Invierno,320.13,320.13,320.13,320.13,320.13
2022-01-17,18,Invierno,337.37,337.37,337.37,337.37,337.37
2022-01-17,19,Invierno,426.46,426.46,426.46,356.89,356.89
2022-01-17,20,Invierno,452.93,452.93,452.93,452.93,452.93
2022-01-17,21,Invierno,443.98,443.98,443.98,443.98,443.98
2022-01-17,22,Invierno,421.59,421.59,421.59,421.59,421.59
2022-01-17,23,Invierno,342.4,342.4,342.4,412.16,412.16
2022-01-17,24,Invierno,321.27,321.27,321.27,321.27,321.27
2022-01-18,1,Invierno,274.89,274.89,274.89,274.89,274.89
